level,time_ms,threads,ucb_const,rollout_mode,win,num_steps
9+,400,1,1.4,4,False,32
9+,800,1,0.2,0,False,11
9+,800,1,0.2,4,False,19
9+,800,1,1.4,0,False,7
9+,800,1,1.4,4,False,27
9,200,8,0.2,1,False,16
9,200,8,0.2,2,False,18
9,200,8,0.2,3,True,29
9,200,8,1.4,1,True,38
9,200,8,1.4,2,True,29
9,200,8,1.4,3,False,14
9,400,8,0.2,1,True,30
9,400,8,0.2,2,True,31
9,400,8,0.2,3,True,23
9,400,8,1.4,1,False,26
9,400,8,1.4,2,False,23
9,400,8,1.4,3,True,29
9,800,8,0.2,1,False,37
9,800,8,0.2,2,False,24
9,800,8,0.2,3,False,21
9,800,8,1.4,1,True,26
9,800,8,1.4,2,True,39
9,800,8,1.4,3,True,36
9+,200,8,0.2,1,False,7
9+,200,8,0.2,2,True,33
9+,200,8,0.2,3,False,24
9+,200,8,1.4,1,False,11
9+,200,8,1.4,2,False,29
9+,200,8,1.4,3,False,4
9+,400,8,0.2,1,False,16
9+,400,8,0.2,2,False,4
9+,400,8,0.2,3,False,8
9+,400,8,1.4,1,True,31
9+,400,8,1.4,2,False,10
9+,400,8,1.4,3,False,9
9+,800,8,0.2,1,False,34
9+,800,8,0.2,2,False,25
9+,800,8,0.2,3,False,9
9+,800,8,1.4,1,False,11
9+,800,8,1.4,2,False,13
9+,800,8,1.4,3,True,33
9,200,1,0.2,0,True,30
9,200,1,0.2,4,False,23
9,200,1,1.4,0,False,17
9,200,1,1.4,4,False,36
9,400,1,0.2,0,True,28
9,400,1,0.2,4,True,31
9,400,1,1.4,0,False,16
9,400,1,1.4,4,True,24
9,800,1,0.2,0,True,25
9,800,1,0.2,4,False,21
9,800,1,1.4,0,False,28
9,800,1,1.4,4,False,29
9+,200,1,0.2,0,False,5
9+,200,1,0.2,4,False,35
9+,200,1,1.4,0,False,7
9+,200,1,1.4,4,False,30
9+,400,1,0.2,0,False,12
9+,400,1,0.2,4,True,26
9+,400,1,1.4,0,False,10
9+,400,1,1.4,4,True,26
9+,800,1,0.2,0,False,11
9+,800,1,0.2,4,True,27
9+,800,1,1.4,0,False,24
9+,800,1,1.4,4,False,33
9,200,8,0.2,1,False,18
9,200,8,0.2,2,True,29
9,200,8,0.2,3,True,25
9,200,8,1.4,1,False,27
9,200,8,1.4,2,False,23
9,200,8,1.4,3,False,25
9,400,8,0.2,1,True,31
9,400,8,0.2,2,True,23
9,400,8,0.2,3,True,30
9,400,8,1.4,1,True,26
9,400,8,1.4,2,True,25
9,400,8,1.4,3,True,35
9,800,8,0.2,1,True,28
9,800,8,0.2,2,False,24
9,800,8,0.2,3,False,24
9,800,8,1.4,1,False,28
9,800,8,1.4,2,False,25
9,800,8,1.4,3,True,24
9+,200,8,0.2,1,False,16
9+,200,8,0.2,2,False,12
9+,200,8,0.2,3,False,30
9+,200,8,1.4,1,False,18
9+,200,8,1.4,2,False,11
9+,200,8,1.4,3,False,8
9+,400,8,0.2,1,False,29
9+,400,8,0.2,2,False,22
9+,400,8,0.2,3,True,32
9+,400,8,1.4,1,True,37
9+,400,8,1.4,2,False,8
9+,400,8,1.4,3,False,7
9+,800,8,0.2,1,False,31
9+,800,8,0.2,2,False,24
9+,800,8,0.2,3,False,10
9+,800,8,1.4,1,False,22
9+,800,8,1.4,2,False,26
9+,800,8,1.4,3,False,10
9,200,1,0.2,0,False,31
9,200,1,0.2,4,True,35
9,200,1,1.4,0,False,20
9,200,1,1.4,4,False,29
9,400,1,0.2,0,False,24
9,400,1,0.2,4,False,24
9,400,1,1.4,0,False,13
9,400,1,1.4,4,True,27
9,800,1,0.2,0,False,29
9,800,1,0.2,4,True,40
9,800,1,1.4,0,True,28
9,800,1,1.4,4,False,36
9+,200,1,0.2,0,False,15
9+,200,1,0.2,4,False,16
9+,200,1,1.4,0,True,29
9+,200,1,1.4,4,False,8
9+,400,1,0.2,0,False,12
9+,400,1,0.2,4,False,20
9+,400,1,1.4,0,False,12
9+,400,1,1.4,4,False,30
9+,800,1,0.2,0,False,37
9+,800,1,0.2,4,False,25
9+,800,1,1.4,0,False,39
9+,800,1,1.4,4,True,28
9,200,8,0.2,1,False,10
9,200,8,0.2,2,True,30
9,200,8,0.2,3,True,25
9,200,8,1.4,1,False,25
9,200,8,1.4,2,False,26
9,200,8,1.4,3,False,19
9,400,8,0.2,1,False,36
9,400,8,0.2,2,False,32
9,400,8,0.2,3,False,33
9,400,8,1.4,1,False,39
9,400,8,1.4,2,True,28
9,400,8,1.4,3,True,21
9,800,8,0.2,1,False,29
9,800,8,0.2,2,False,29
9,800,8,0.2,3,False,22
9,800,8,1.4,1,True,34
9,800,8,1.4,2,False,26
9,800,8,1.4,3,True,34
9+,200,8,0.2,1,False,8
9+,200,8,0.2,2,False,13
9+,200,8,0.2,3,False,12
9+,200,8,1.4,1,False,7
9+,200,8,1.4,2,False,7
9+,200,8,1.4,3,False,8
9+,400,8,0.2,1,True,32
9+,400,8,0.2,2,True,22
9+,400,8,0.2,3,False,10
9+,400,8,1.4,1,False,10
9+,400,8,1.4,2,False,26
9+,400,8,1.4,3,True,34
9+,800,8,0.2,1,True,31
9+,800,8,0.2,2,False,33
9+,800,8,0.2,3,False,12
9+,800,8,1.4,1,True,34
9+,800,8,1.4,2,False,8
9+,800,8,1.4,3,False,13
9,200,1,0.2,0,False,23
9,200,1,0.2,4,True,39
9,200,1,1.4,0,False,24
9,200,1,1.4,4,False,24
9,400,1,0.2,0,True,26
9,400,1,0.2,4,False,30
9,400,1,1.4,0,False,19
9,400,1,1.4,4,False,21
9,800,1,0.2,0,False,29
9,800,1,0.2,4,False,29
9,800,1,1.4,0,True,26
9,800,1,1.4,4,True,22
9+,200,1,0.2,0,False,9
9+,200,1,0.2,4,False,34
9+,200,1,1.4,0,False,11
9+,200,1,1.4,4,False,9
9+,400,1,0.2,0,False,17
9+,400,1,0.2,4,False,16
9+,400,1,1.4,0,False,6
9+,400,1,1.4,4,False,29
9+,800,1,0.2,0,False,12
9+,800,1,0.2,4,False,27
9+,800,1,1.4,0,False,9
9+,800,1,1.4,4,False,26
9,200,8,0.2,1,True,34
9,200,8,0.2,2,False,22
9,200,8,0.2,3,True,22
9,200,8,1.4,1,True,38
9,200,8,1.4,2,False,22
9,200,8,1.4,3,False,12
9,400,8,0.2,1,True,22
9,400,8,0.2,2,False,37
9,400,8,0.2,3,True,28
9,400,8,1.4,1,False,26
9,400,8,1.4,2,False,25
9,400,8,1.4,3,True,30
9,800,8,0.2,1,True,31
9,800,8,0.2,2,False,15
9,800,8,0.2,3,False,23
9,800,8,1.4,1,True,30
9,800,8,1.4,2,True,19
9,800,8,1.4,3,True,27
9+,200,8,0.2,1,False,12
9+,200,8,0.2,2,False,13
9+,200,8,0.2,3,False,12
9+,200,8,1.4,1,False,8
9+,200,8,1.4,2,False,18
9+,200,8,1.4,3,False,9
9+,400,8,0.2,1,False,32
9+,400,8,0.2,2,False,20
9+,400,8,0.2,3,True,22
9+,400,8,1.4,1,False,25
9+,400,8,1.4,2,False,9
9+,400,8,1.4,3,False,8
9+,800,8,0.2,1,False,33
9+,800,8,0.2,2,False,32
9+,800,8,0.2,3,False,24
9+,800,8,1.4,1,False,36
9+,800,8,1.4,2,False,10
9+,800,8,1.4,3,False,12
9,200,1,0.2,0,False,12
9,200,1,0.2,4,True,33
9,200,1,1.4,0,False,13
9,200,1,1.4,4,True,30
9,400,1,0.2,0,False,25
9,400,1,0.2,4,True,29
9,400,1,1.4,0,True,25
9,400,1,1.4,4,True,35
9,800,1,0.2,0,True,21
9,800,1,0.2,4,False,34
9,800,1,1.4,0,True,23
9,800,1,1.4,4,True,29
9+,200,1,0.2,0,False,17
9+,200,1,0.2,4,True,25
9+,200,1,1.4,0,False,8
9+,200,1,1.4,4,False,10
9+,400,1,0.2,0,True,24
9+,400,1,0.2,4,False,16
9+,400,1,1.4,0,False,6
9+,400,1,1.4,4,False,21
9+,800,1,0.2,0,False,24
9+,800,1,0.2,4,True,28
9+,800,1,1.4,0,False,6
9+,800,1,1.4,4,False,28
9,200,8,0.2,1,False,22
9,200,8,0.2,2,False,22
9,200,8,0.2,3,True,24
9,200,8,1.4,1,True,34
9,200,8,1.4,2,False,19
9,200,8,1.4,3,False,13
9,400,8,0.2,1,True,35
9,400,8,0.2,2,False,27
9,400,8,0.2,3,True,28
9,400,8,1.4,1,True,31
9,400,8,1.4,2,True,37
9,400,8,1.4,3,True,34
9,800,8,0.2,1,True,24
9,800,8,0.2,2,False,25
9,800,8,0.2,3,True,25
9,800,8,1.4,1,True,20
9,800,8,1.4,2,True,27
9,800,8,1.4,3,True,28
9+,200,8,0.2,1,False,31
9+,200,8,0.2,2,False,12
9+,200,8,0.2,3,False,13
9+,200,8,1.4,1,False,12
9+,200,8,1.4,2,False,15
9+,200,8,1.4,3,False,9
9+,400,8,0.2,1,False,27
9+,400,8,0.2,2,False,6
9+,400,8,0.2,3,False,25
9+,400,8,1.4,1,False,9
9+,400,8,1.4,2,False,12
9+,400,8,1.4,3,False,13
9+,800,8,0.2,1,False,29
9+,800,8,0.2,2,False,7
9+,800,8,0.2,3,False,21
9+,800,8,1.4,1,False,34
9+,800,8,1.4,2,False,21
9+,800,8,1.4,3,False,8
9,200,1,0.2,0,False,23
9,200,1,0.2,4,True,30
9,200,1,1.4,0,False,11
9,200,1,1.4,4,True,42
9,400,1,0.2,0,True,22
9,400,1,0.2,4,True,23
9,400,1,1.4,0,False,13
9,400,1,1.4,4,True,32
9,800,1,0.2,0,False,26
9,800,1,0.2,4,True,30
9,800,1,1.4,0,False,18
9,800,1,1.4,4,False,32
9+,200,1,0.2,0,False,16
9+,200,1,0.2,4,False,23
9+,200,1,1.4,0,False,12
9+,200,1,1.4,4,False,16
9+,400,1,0.2,0,False,11
9+,400,1,0.2,4,False,26
9+,400,1,1.4,0,False,17
9+,400,1,1.4,4,False,19
9+,800,1,0.2,0,False,21
9+,800,1,0.2,4,True,26
9+,800,1,1.4,0,False,24
9+,800,1,1.4,4,False,24
9,200,8,0.2,1,False,18
9,200,8,0.2,2,True,27
9,200,8,0.2,3,True,29
9,200,8,1.4,1,False,19
9,200,8,1.4,2,False,27
9,200,8,1.4,3,False,17
9,400,8,0.2,1,True,29
9,400,8,0.2,2,True,28
9,400,8,0.2,3,True,35
9,400,8,1.4,1,True,38
9,400,8,1.4,2,False,23
9,400,8,1.4,3,True,35
9,800,8,0.2,1,False,25
9,800,8,0.2,2,False,26
9,800,8,0.2,3,False,18
9,800,8,1.4,1,True,36
9,800,8,1.4,2,False,24
9,800,8,1.4,3,True,29
9+,200,8,0.2,1,False,31
9+,200,8,0.2,2,False,10
9+,200,8,0.2,3,False,11
9+,200,8,1.4,1,False,12
9+,200,8,1.4,2,False,30
9+,200,8,1.4,3,False,7
9+,400,8,0.2,1,False,31
9+,400,8,0.2,2,False,16
9+,400,8,0.2,3,False,7
9+,400,8,1.4,1,False,7
9+,400,8,1.4,2,False,20
9+,400,8,1.4,3,False,14
9+,800,8,0.2,1,False,21
9+,800,8,0.2,2,False,18
9+,800,8,0.2,3,False,6
9+,800,8,1.4,1,False,37
9+,800,8,1.4,2,True,25
9+,800,8,1.4,3,False,10
9,200,1,0.2,0,False,16
9,200,1,0.2,4,False,28
9,200,1,1.4,0,False,15
9,200,1,1.4,4,True,40
9,400,1,0.2,0,False,28
9,400,1,0.2,4,True,41
9,400,1,1.4,0,False,27
9,400,1,1.4,4,True,25
9,800,1,0.2,0,True,23
9,800,1,0.2,4,False,24
9,800,1,1.4,0,True,29
9,800,1,1.4,4,True,38
9+,200,1,0.2,0,False,8
9+,200,1,0.2,4,False,16
9+,200,1,1.4,0,False,8
9+,200,1,1.4,4,False,8
9+,400,1,0.2,0,False,12
9+,400,1,0.2,4,True,29
9+,400,1,1.4,0,False,8
9+,400,1,1.4,4,False,27
9+,800,1,0.2,0,False,11
9+,800,1,0.2,4,False,20
9+,800,1,1.4,0,False,29
9+,800,1,1.4,4,False,26
9,200,8,0.2,1,False,15
9,200,8,0.2,2,True,35
9,200,8,0.2,3,True,34
9,200,8,1.4,1,True,31
9,200,8,1.4,2,False,21
9,200,8,1.4,3,True,24
9,400,8,0.2,1,True,31
9,400,8,0.2,2,True,30
9,400,8,0.2,3,True,31
9,400,8,1.4,1,False,25
9,400,8,1.4,2,False,11
9,400,8,1.4,3,True,27
9,800,8,0.2,1,False,34
9,800,8,0.2,2,True,27
9,800,8,0.2,3,False,28
9,800,8,1.4,1,False,22
9,800,8,1.4,2,False,28
9,800,8,1.4,3,True,29
9+,200,8,0.2,1,False,16
9+,200,8,0.2,2,False,8
9+,200,8,0.2,3,False,10
9+,200,8,1.4,1,True,32
9+,200,8,1.4,2,False,14
9+,200,8,1.4,3,False,8
9+,400,8,0.2,1,False,21
9+,400,8,0.2,2,False,4
9+,400,8,0.2,3,True,34
9+,400,8,1.4,1,False,24
9+,400,8,1.4,2,False,11
9+,400,8,1.4,3,False,12
9+,800,8,0.2,1,True,33
9+,800,8,0.2,2,False,25
9+,800,8,0.2,3,False,16
9+,800,8,1.4,1,True,30
9+,800,8,1.4,2,False,22
9+,800,8,1.4,3,False,8
9,200,1,0.2,0,True,19
9,200,1,0.2,4,False,24
9,200,1,1.4,0,False,9
9,200,1,1.4,4,True,34
9,400,1,0.2,0,True,31
9,400,1,0.2,4,False,30
9,400,1,1.4,0,False,21
9,400,1,1.4,4,True,31
9,800,1,0.2,0,True,19
9,800,1,0.2,4,True,33
9,800,1,1.4,0,False,23
9,800,1,1.4,4,True,27
9+,200,1,0.2,0,False,8
9+,200,1,0.2,4,False,15
9+,200,1,1.4,0,False,9
9+,200,1,1.4,4,True,32
9+,400,1,0.2,0,False,11
9+,400,1,0.2,4,True,29
9+,400,1,1.4,0,False,7
9+,400,1,1.4,4,True,27
9+,800,1,0.2,0,False,27
9+,800,1,0.2,4,True,35
9+,800,1,1.4,0,True,21
9+,800,1,1.4,4,False,18
9,200,8,0.2,1,True,26
9,200,8,0.2,2,True,32
9,200,8,0.2,3,True,31
9,200,8,1.4,1,True,39
9,200,8,1.4,2,True,33
9,200,8,1.4,3,False,18
9,400,8,0.2,1,True,27
9,400,8,0.2,2,False,23
9,400,8,0.2,3,True,27
9,400,8,1.4,1,True,25
9,400,8,1.4,2,False,31
9,400,8,1.4,3,True,28
9,800,8,0.2,1,True,28
9,800,8,0.2,2,True,20
9,800,8,0.2,3,False,23
9,800,8,1.4,1,False,29
9,800,8,1.4,2,False,31
9,800,8,1.4,3,False,32
9+,200,8,0.2,1,False,17
9+,200,8,0.2,2,False,9
9+,200,8,0.2,3,False,13
9+,200,8,1.4,1,True,41
9+,200,8,1.4,2,False,12
9+,200,8,1.4,3,False,9
9+,400,8,0.2,1,False,16
9+,400,8,0.2,2,False,23
9+,400,8,0.2,3,False,22
9+,400,8,1.4,1,False,5
9+,400,8,1.4,2,False,13
9+,400,8,1.4,3,False,9
9+,800,8,0.2,1,False,22
9+,800,8,0.2,2,False,5
9+,800,8,0.2,3,False,11
9+,800,8,1.4,1,False,14
9+,800,8,1.4,2,False,21
9+,800,8,1.4,3,True,29
9,200,1,0.2,0,True,28
9,200,1,0.2,4,False,20
9,200,1,1.4,0,True,32
9,200,1,1.4,4,False,24
9,400,1,0.2,0,False,27
9,400,1,0.2,4,False,32
9,400,1,1.4,0,False,22
9,400,1,1.4,4,False,32
9,800,1,0.2,0,False,10
9,800,1,0.2,4,False,20
9,800,1,1.4,0,False,25
9,800,1,1.4,4,False,31
9+,200,1,0.2,0,False,11
9+,200,1,0.2,4,False,29
9+,200,1,1.4,0,False,8
9+,200,1,1.4,4,False,13
9+,400,1,0.2,0,False,5
9+,400,1,0.2,4,False,26
9+,400,1,1.4,0,False,10
9+,400,1,1.4,4,False,17
9+,800,1,0.2,0,False,9
9+,800,1,0.2,4,True,28
9+,800,1,1.4,0,False,10
9+,800,1,1.4,4,False,19
9,200,8,0.2,1,False,34
9,200,8,0.2,2,False,25
9,200,8,0.2,3,True,29
9,200,8,1.4,1,False,16
9,200,8,1.4,2,False,29
9,200,8,1.4,3,True,33
9,400,8,0.2,1,False,28
9,400,8,0.2,2,False,20
9,400,8,0.2,3,True,41
9,400,8,1.4,1,False,31
9,400,8,1.4,2,True,26
9,400,8,1.4,3,False,17
9,800,8,0.2,1,False,26
9,800,8,0.2,2,True,28
9,800,8,0.2,3,True,20
9,800,8,1.4,1,True,32
9,800,8,1.4,2,False,25
9,800,8,1.4,3,True,27
9+,200,8,0.2,1,True,35
9+,200,8,0.2,2,False,23
9+,200,8,0.2,3,False,13
9+,200,8,1.4,1,False,14
9+,200,8,1.4,2,True,18
9+,200,8,1.4,3,False,6
9+,400,8,0.2,1,False,23
9+,400,8,0.2,2,False,20
9+,400,8,0.2,3,True,35
9+,400,8,1.4,1,False,19
9+,400,8,1.4,2,True,30
9+,400,8,1.4,3,False,11
9+,800,8,0.2,1,False,25
9+,800,8,0.2,2,False,23
9+,800,8,0.2,3,False,8
9+,800,8,1.4,1,False,12
9+,800,8,1.4,2,False,10
9+,800,8,1.4,3,False,7
9,200,1,0.2,0,False,30
9,200,1,0.2,4,False,14
9,200,1,1.4,0,False,25
9,200,1,1.4,4,False,18
9,400,1,0.2,0,False,26
9,400,1,0.2,4,True,27
9,400,1,1.4,0,True,33
9,400,1,1.4,4,False,19
9,800,1,0.2,0,False,26
9,800,1,0.2,4,True,22
9,800,1,1.4,0,False,13
9,800,1,1.4,4,False,27
9+,200,1,0.2,0,False,13
9+,200,1,0.2,4,False,16
9+,200,1,1.4,0,False,4
9+,200,1,1.4,4,False,13
9+,400,1,0.2,0,False,8
9+,400,1,0.2,4,False,34
9+,400,1,1.4,0,False,13
9+,400,1,1.4,4,False,30
9+,800,1,0.2,0,False,20
9+,800,1,0.2,4,False,20
9+,800,1,1.4,0,False,16
9+,800,1,1.4,4,False,29
9,200,8,0.2,1,False,27
9,200,8,0.2,2,False,24
9,200,8,0.2,3,True,35
9,200,8,1.4,1,False,31
9,200,8,1.4,2,False,28
9,200,8,1.4,3,True,35
9,400,8,0.2,1,True,31
9,400,8,0.2,2,True,23
9,400,8,0.2,3,True,31
9,400,8,1.4,1,True,33
9,400,8,1.4,2,True,25
9,400,8,1.4,3,True,27
9,800,8,0.2,1,False,28
9,800,8,0.2,2,False,33
9,800,8,0.2,3,False,21
9,800,8,1.4,1,True,35
9,800,8,1.4,2,False,25
9,800,8,1.4,3,True,27
9+,200,8,0.2,1,False,7
9+,200,8,0.2,2,False,9
9+,200,8,0.2,3,False,24
9+,200,8,1.4,1,False,8
9+,200,8,1.4,2,False,12
9+,200,8,1.4,3,False,14
9+,400,8,0.2,1,True,23
9+,400,8,0.2,2,False,14
9+,400,8,0.2,3,False,5
9+,400,8,1.4,1,False,15
9+,400,8,1.4,2,False,7
9+,400,8,1.4,3,False,9
9+,800,8,0.2,1,False,24
9+,800,8,0.2,2,False,22
9+,800,8,0.2,3,False,19
9+,800,8,1.4,1,False,18
9+,800,8,1.4,2,False,24
9+,800,8,1.4,3,False,24
9,200,1,0.2,0,False,18
9,200,1,0.2,4,True,31
9,200,1,1.4,0,False,17
9,200,1,1.4,4,True,42
9,400,1,0.2,0,False,26
9,400,1,0.2,4,True,35
9,400,1,1.4,0,False,25
9,400,1,1.4,4,True,26
9,800,1,0.2,0,False,25
9,800,1,0.2,4,True,35
9,800,1,1.4,0,True,33
9,800,1,1.4,4,False,23
9+,200,1,0.2,0,False,9
9+,200,1,0.2,4,True,34
9+,200,1,1.4,0,False,14
9+,200,1,1.4,4,False,11
9+,400,1,0.2,0,True,27
9+,400,1,0.2,4,False,18
9+,400,1,1.4,0,False,6
9+,400,1,1.4,4,False,31
9+,800,1,0.2,0,True,29
9+,800,1,0.2,4,False,30
9+,800,1,1.4,0,False,20
9+,800,1,1.4,4,False,28
9,200,8,0.2,1,True,19
9,200,8,0.2,2,False,28
9,200,8,0.2,3,False,24
9,200,8,1.4,1,False,39
9,200,8,1.4,2,False,22
9,200,8,1.4,3,True,29
9,400,8,0.2,1,True,29
9,400,8,0.2,2,True,31
9,400,8,0.2,3,False,25
9,400,8,1.4,1,True,31
9,400,8,1.4,2,False,19
9,400,8,1.4,3,True,27
9,800,8,0.2,1,True,26
9,800,8,0.2,2,False,28
9,800,8,0.2,3,False,19
9,800,8,1.4,1,False,25
9,800,8,1.4,2,False,19
9,800,8,1.4,3,True,36
9+,200,8,0.2,1,False,43
9+,200,8,0.2,2,False,24
9+,200,8,0.2,3,False,27
9+,200,8,1.4,1,False,28
9+,200,8,1.4,2,False,31
9+,200,8,1.4,3,False,13
9+,400,8,0.2,1,False,14
9+,400,8,0.2,2,False,19
9+,400,8,0.2,3,False,9
9+,400,8,1.4,1,True,37
9+,400,8,1.4,2,False,11
9+,400,8,1.4,3,True,25
9+,800,8,0.2,1,False,14
9+,800,8,0.2,2,False,27
9+,800,8,0.2,3,True,27
9+,800,8,1.4,1,False,29
9+,800,8,1.4,2,False,27
9+,800,8,1.4,3,False,12
9,200,1,0.2,0,False,29
9,200,1,0.2,4,True,34
9,200,1,1.4,0,False,21
9,200,1,1.4,4,True,32
9,400,1,0.2,0,False,22
9,400,1,0.2,4,True,36
9,400,1,1.4,0,False,27
9,400,1,1.4,4,True,30
9,800,1,0.2,0,False,18
9,800,1,0.2,4,True,27
9,800,1,1.4,0,False,25
9,800,1,1.4,4,True,32
9+,200,1,0.2,0,False,8
9+,200,1,0.2,4,False,13
9+,200,1,1.4,0,False,7
9+,200,1,1.4,4,False,8
9+,400,1,0.2,0,False,25
9+,400,1,0.2,4,False,29
9+,400,1,1.4,0,False,9
9+,400,1,1.4,4,False,10
9+,800,1,0.2,0,False,17
9+,800,1,0.2,4,True,31
9+,800,1,1.4,0,False,18
9+,800,1,1.4,4,False,23
9,200,8,0.2,1,False,28
9,200,8,0.2,2,True,24
9,200,8,0.2,3,False,29
9,200,8,1.4,1,True,26
9,200,8,1.4,2,True,23
9,200,8,1.4,3,False,14
9,400,8,0.2,1,True,26
9,400,8,0.2,2,True,35
9,400,8,0.2,3,False,20
9,400,8,1.4,1,True,35
9,400,8,1.4,2,True,20
9,400,8,1.4,3,True,38
9,800,8,0.2,1,True,19
9,800,8,0.2,2,True,17
9,800,8,0.2,3,True,21
9,800,8,1.4,1,False,22
9,800,8,1.4,2,False,24
9,800,8,1.4,3,True,37
9+,200,8,0.2,1,True,50
9+,200,8,0.2,2,False,20
9+,200,8,0.2,3,False,11
9+,200,8,1.4,1,False,16
9+,200,8,1.4,2,False,8
9+,200,8,1.4,3,False,11
9+,400,8,0.2,1,True,34
9+,400,8,0.2,2,False,31
9+,400,8,0.2,3,False,19
9+,400,8,1.4,1,False,41
9+,400,8,1.4,2,True,23
9+,400,8,1.4,3,False,14
9+,800,8,0.2,1,False,26
9+,800,8,0.2,2,False,20
9+,800,8,0.2,3,False,7
9+,800,8,1.4,1,False,35
9+,800,8,1.4,2,True,21
9+,800,8,1.4,3,False,7
9,200,1,0.2,0,True,34
9,200,1,0.2,4,True,36
9,200,1,1.4,0,False,15
9,200,1,1.4,4,False,17
9,400,1,0.2,0,False,31
9,400,1,0.2,4,True,28
9,400,1,1.4,0,False,29
9,400,1,1.4,4,True,38
9,800,1,0.2,0,False,20
9,800,1,0.2,4,True,22
9,800,1,1.4,0,False,21
9,800,1,1.4,4,False,28
9+,200,1,0.2,0,False,12
9+,200,1,0.2,4,False,13
9+,200,1,1.4,0,False,7
9+,200,1,1.4,4,False,11
9+,400,1,0.2,0,False,10
9+,400,1,0.2,4,False,24
9+,400,1,1.4,0,True,21
9+,400,1,1.4,4,False,13
9+,800,1,0.2,0,True,31
9+,800,1,0.2,4,True,24
9+,800,1,1.4,0,False,11
9+,800,1,1.4,4,False,30
9,200,8,0.2,1,False,28
9,200,8,0.2,2,True,26
9,200,8,0.2,3,False,20
9,200,8,1.4,1,False,21
9,200,8,1.4,2,False,27
9,200,8,1.4,3,False,15
9,400,8,0.2,1,True,27
9,400,8,0.2,2,False,34
9,400,8,0.2,3,True,20
9,400,8,1.4,1,False,26
9,400,8,1.4,2,False,28
9,400,8,1.4,3,False,26
9,800,8,0.2,1,False,27
9,800,8,0.2,2,True,37
9,800,8,0.2,3,False,21
9,800,8,1.4,1,True,35
9,800,8,1.4,2,False,23
9,800,8,1.4,3,True,26
9+,200,8,0.2,1,False,8
9+,200,8,0.2,2,False,11
9+,200,8,0.2,3,False,9
9+,200,8,1.4,1,False,13
9+,200,8,1.4,2,False,18
9+,200,8,1.4,3,False,7
9+,400,8,0.2,1,True,32
9+,400,8,0.2,2,False,32
9+,400,8,0.2,3,False,19
9+,400,8,1.4,1,False,40
9+,400,8,1.4,2,False,11
9+,400,8,1.4,3,False,7
9+,800,8,0.2,1,False,20
9+,800,8,0.2,2,False,10
9+,800,8,0.2,3,True,24
9+,800,8,1.4,1,False,10
9+,800,8,1.4,2,False,21
9+,800,8,1.4,3,False,10
9,200,1,0.2,0,False,12
9,200,1,0.2,4,True,38
9,200,1,1.4,0,False,14
9,200,1,1.4,4,True,32
9,400,1,0.2,0,True,28
9,400,1,0.2,4,True,24
9,400,1,1.4,0,False,26
9,400,1,1.4,4,False,19
9,800,1,0.2,0,False,23
9,800,1,0.2,4,False,26
9,800,1,1.4,0,False,16
9,800,1,1.4,4,True,35
9+,200,1,0.2,0,False,20
9+,200,1,0.2,4,False,26
9+,200,1,1.4,0,False,11
9+,200,1,1.4,4,False,31
9+,400,1,0.2,0,False,12
9+,400,1,0.2,4,False,23
9+,400,1,1.4,0,False,12
9+,400,1,1.4,4,False,15
9+,800,1,0.2,0,False,7
9+,800,1,0.2,4,False,25
9+,800,1,1.4,0,False,8
9+,800,1,1.4,4,False,30
9,200,8,0.2,1,False,19
9,200,8,0.2,2,True,27
9,200,8,0.2,3,True,35
9,200,8,1.4,1,True,43
9,200,8,1.4,2,True,35
9,200,8,1.4,3,False,12
9,400,8,0.2,1,True,32
9,400,8,0.2,2,True,31
9,400,8,0.2,3,True,29
9,400,8,1.4,1,False,33
9,400,8,1.4,2,False,18
9,400,8,1.4,3,True,31
9,800,8,0.2,1,True,36
9,800,8,0.2,2,False,26
9,800,8,0.2,3,False,34
9,800,8,1.4,1,True,31
9,800,8,1.4,2,False,27
9,800,8,1.4,3,True,24
9+,200,8,0.2,1,False,12
9+,200,8,0.2,2,False,15
9+,200,8,0.2,3,False,14
9+,200,8,1.4,1,False,14
9+,200,8,1.4,2,False,7
9+,200,8,1.4,3,False,10
9+,400,8,0.2,1,False,22
9+,400,8,0.2,2,False,10
9+,400,8,0.2,3,False,13
9+,400,8,1.4,1,False,34
9+,400,8,1.4,2,True,28
9+,400,8,1.4,3,False,8
9+,800,8,0.2,1,True,33
9+,800,8,0.2,2,False,28
9+,800,8,0.2,3,False,12
9+,800,8,1.4,1,False,14
9+,800,8,1.4,2,True,22
9+,800,8,1.4,3,False,8
9,200,1,0.2,0,False,27
9,200,1,0.2,4,False,33
9,200,1,1.4,0,False,15
9,200,1,1.4,4,False,23
9,400,1,0.2,0,True,23
9,400,1,0.2,4,True,32
9,400,1,1.4,0,False,10
9,400,1,1.4,4,False,34
9,800,1,0.2,0,False,21
9,800,1,0.2,4,False,22
9,800,1,1.4,0,True,24
9,800,1,1.4,4,False,22
9+,200,1,0.2,0,False,9
9+,200,1,0.2,4,True,41
9+,200,1,1.4,0,False,9
9+,200,1,1.4,4,False,9
9+,400,1,0.2,0,False,10
9+,400,1,0.2,4,False,28
9+,400,1,1.4,0,False,9
9+,400,1,1.4,4,False,38
9+,800,1,0.2,0,False,6
9+,800,1,0.2,4,False,19
9+,800,1,1.4,0,False,8
9+,800,1,1.4,4,True,44
9,200,8,0.2,1,True,43
